,종류,지역,위도,경도
435,solar,서귀포시 남원읍,33.3076683,126.6907475
436,solar,서귀포시 대정읍,33.2218157,126.2529945
437,solar,서귀포시 대정읍,33.2218157,126.2529945
438,solar,서귀포시 대정읍,33.2218157,126.2529945
439,solar,서귀포시 대정읍,33.2218157,126.2529945
440,solar,서귀포시 대정읍,33.2218157,126.2529945
441,solar,서귀포시 대정읍,33.2218157,126.2529945
442,solar,서귀포시 성산읍,33.41805,126.88147
443,solar,제주시 한경면,33.3305,126.21066
444,solar,제주시 한경면,33.3305,126.21066
445,solar,제주시 한경면,33.3305,126.21066
446,solar,제주시 한경면,33.3305,126.21066
447,solar,제주시 한경면,33.3305,126.21066
448,solar,제주시 한경면,33.3305,126.21066
449,solar,제주시 한경면,33.3305,126.21066
450,solar,제주시 한경면,33.3305,126.21066
451,solar,제주시 한경면,33.3305,126.21066
452,solar,제주시 한경면,33.3305,126.21066
453,solar,제주시 한경면,33.3305,126.21066
454,solar,제주시 한경면,33.3305,126.21066
455,solar,제주시 한경면,33.3305,126.21066
456,solar,제주시 한림읍,33.39344,126.26684
457,solar,서귀포시 대정읍,33.2218157,126.2529945
458,solar,제주시 구좌읍,33.51662,126.81055
459,solar,서귀포시 표선면,33.3504543,126.794049
460,solar,서귀포시 강정동,33.24695,126.48927
461,solar,서귀포시 대정읍,33.2218157,126.2529945
462,solar,제주시 애월읍,33.45079,126.3752
463,solar,제주시 조천읍,33.50888,126.66305
464,solar,제주시 조천읍,33.50888,126.66305
465,solar,제주시 조천읍,33.50888,126.66305
466,solar,제주시 한경면,33.3305,126.21066
467,solar,제주시 한경면,33.3305,126.21066
468,solar,제주시 한림읍,33.39344,126.26684
469,solar,제주시 한림읍,33.39344,126.26684
470,solar,제주시 한림읍,33.39344,126.26684
471,solar,제주시 한림읍,33.39344,126.26684
472,solar,제주시 해안동,33.44899,126.46036
473,solar,제주시 해안동,33.44899,126.46036
474,solar,서귀포시 대정읍,33.2218157,126.2529945
475,solar,서귀포시 대정읍,33.2218157,126.2529945
476,solar,서귀포시 대정읍,33.2218157,126.2529945
477,solar,서귀포시 대정읍,33.2218157,126.2529945
478,solar,서귀포시 대정읍,33.2218157,126.2529945
479,solar,서귀포시 대정읍,33.2218157,126.2529945
480,solar,서귀포시 대정읍,33.2218157,126.2529945
481,solar,서귀포시 성산읍,33.41805,126.88147
482,solar,서귀포시 성산읍,33.41805,126.88147
483,solar,제주시 한경면,33.3305,126.21066
484,solar,제주시 한림읍,33.39344,126.26684
485,solar,제주시 한림읍,33.39344,126.26684
486,solar,제주시 한림읍,33.39344,126.26684
487,solar,제주시 한림읍,33.39344,126.26684
488,solar,제주시 한림읍,33.39344,126.26684
489,solar,제주시 한림읍,33.39344,126.26684
490,solar,제주시 한림읍,33.39344,126.26684
491,solar,제주시 한림읍,33.39344,126.26684
492,solar,제주시 한림읍,33.39344,126.26684
493,solar,제주시 한림읍,33.39344,126.26684
494,solar,제주시 구좌읍,33.51662,126.81055
495,solar,제주시 구좌읍,33.51662,126.81055
496,solar,제주시 구좌읍,33.51662,126.81055
497,solar,제주시 구좌읍,33.51662,126.81055
498,solar,제주시 구좌읍,33.51662,126.81055
499,solar,제주시 구좌읍,33.51662,126.81055
500,solar,제주시 구좌읍,33.51662,126.81055
501,solar,제주시 구좌읍,33.51662,126.81055
502,solar,제주시 애월읍,33.45079,126.3752
503,solar,제주시 애월읍,33.45079,126.3752
504,solar,제주시 구좌읍,33.51662,126.81055
505,solar,서귀포시 남원읍,33.3076683,126.6907475
506,solar,서귀포시 남원읍,33.3076683,126.6907475
507,solar,서귀포시 남원읍,33.3076683,126.6907475
508,solar,서귀포시 상예동,33.26177,126.38678
509,solar,서귀포시 상예동,33.26177,126.38678
510,solar,서귀포시 상예동,33.26177,126.38678
511,solar,서귀포시 상예동,33.26177,126.38678
512,solar,서귀포시 상예동,33.26177,126.38678
513,solar,서귀포시 상예동,33.26177,126.38678
514,solar,제주시 애월읍,33.45079,126.3752
515,solar,제주시 애월읍,33.45079,126.3752
516,solar,제주시 애월읍,33.45079,126.3752
517,solar,제주시 조천읍,33.50888,126.66305
518,solar,제주시 애월읍,33.45079,126.3752
519,solar,서귀포시 남원읍,33.3076683,126.6907475
520,solar,서귀포시 대정읍,33.2218157,126.2529945
521,solar,제주시 애월읍,33.45079,126.3752
522,solar,제주시 애월읍,33.45079,126.3752
523,solar,제주시 애월읍,33.45079,126.3752
524,solar,제주시 화북이동,33.50469,126.5648
525,solar,서귀포시 하원동,33.2626587,126.4600239
526,solar,제주시 한경면,33.3305,126.21066
527,solar,서귀포시 도순동,33.2569662,126.4731036
528,solar,제주시 애월읍,33.45079,126.3752
529,solar,제주시 용강동,33.47017,126.58934
530,solar,제주시 한림읍,33.39344,126.26684
531,solar,제주시 삼양일동,33.52345,126.599
532,solar,서귀포시 표선면,33.3504543,126.794049
533,solar,제주시 한림읍,33.39344,126.26684
534,solar,제주시 한림읍,33.39344,126.26684
535,solar,제주시 한림읍,33.39344,126.26684
536,solar,제주시 회천동,33.4956,126.61479
537,solar,서귀포시 남원읍,33.3076683,126.6907475
538,solar,제주시 애월읍,33.45079,126.3752
539,solar,제주시 이호이동,33.498551,126.4565213
540,solar,제주시 한경면,33.3305,126.21066
541,solar,제주시 해안동,33.44899,126.46036
542,solar,제주시 해안동,33.44899,126.46036
543,solar,제주시 해안동,33.44899,126.46036
544,solar,제주시 해안동,33.44899,126.46036
545,solar,제주시 한림읍,33.39344,126.26684
546,solar,제주시 애월읍,33.45079,126.3752
547,solar,서귀포시 안덕면,33.27688,126.34925
548,solar,서귀포시 안덕면,33.27688,126.34925
549,solar,서귀포시 성산읍,33.41805,126.88147
550,solar,제주시 봉개동,33.484188,126.5993497
551,solar,제주시 한림읍,33.39344,126.26684
552,solar,제주시 회천동,33.4956,126.61479
553,solar,서귀포시 대정읍,33.2218157,126.2529945
554,solar,제주시 애월읍,33.45079,126.3752
555,solar,제주시 용담이동,33.50742,126.50615
556,solar,서귀포시 대정읍,33.2218157,126.2529945
557,solar,제주시 구좌읍,33.51662,126.81055
558,solar,서귀포시 안덕면,33.27688,126.34925
559,solar,제주시 애월읍,33.45079,126.3752
560,solar,서귀포시 대포동,33.24982,126.44092
561,solar,서귀포시 안덕면,33.27688,126.34925
562,solar,제주시 애월읍,33.45079,126.3752
563,solar,제주시 도남동,33.4905148,126.5239964
564,solar,서귀포시 대정읍,33.2218157,126.2529945
565,solar,서귀포시 대정읍,33.2218157,126.2529945
566,solar,제주시 오라일동,33.49611,126.51699
567,solar,서귀포시 토평동,33.2705286,126.5841149
568,solar,제주시 구좌읍,33.51662,126.81055
569,solar,서귀포시 안덕면,33.27688,126.34925
570,solar,제주시 한경면,33.3305,126.21066
571,solar,서귀포시 중문동,33.262002,126.4288617
572,solar,서귀포시 남원읍,33.3076683,126.6907475
573,solar,제주시 용담일동,33.5085902,126.5148801
574,solar,서귀포시 남원읍,33.3076683,126.6907475
575,solar,제주시 애월읍,33.45079,126.3752
576,solar,제주시 애월읍,33.45079,126.3752
577,solar,제주시 한림읍,33.39344,126.26684
578,solar,서귀포시 대정읍,33.2218157,126.2529945
579,solar,서귀포시 상효동,33.2896254,126.5945088
580,solar,서귀포시 대정읍,33.2218157,126.2529945
581,solar,제주시 월평동,33.46498,126.57733
582,solar,제주시 한경면,33.3305,126.21066
583,solar,제주시 구좌읍,33.51662,126.81055
584,solar,제주시 봉개동,33.484188,126.5993497
585,solar,제주시 애월읍,33.45079,126.3752
586,solar,제주시 애월읍,33.45079,126.3752
587,solar,제주시 한경면,33.3305,126.21066
588,solar,제주시 구좌읍,33.51662,126.81055
589,solar,서귀포시 남원읍,33.3076683,126.6907475
590,solar,서귀포시 남원읍,33.3076683,126.6907475
591,solar,서귀포시 남원읍,33.3076683,126.6907475
592,solar,제주시 애월읍,33.45079,126.3752
593,solar,제주시 애월읍,33.45079,126.3752
594,solar,서귀포시 표선면,33.3504543,126.794049
595,solar,제주시 한경면,33.3305,126.21066
596,solar,제주시 한경면,33.3305,126.21066
597,solar,제주시 한경면,33.3305,126.21066
598,solar,제주시 해안동,33.44899,126.46036
599,solar,제주시 구좌읍,33.51662,126.81055
600,solar,제주시 구좌읍,33.51662,126.81055
601,solar,제주시 구좌읍,33.51662,126.81055
602,solar,제주시 한경면,33.3305,126.21066
603,solar,제주시 구좌읍,33.51662,126.81055
604,solar,서귀포시 대정읍,33.2218157,126.2529945
605,solar,서귀포시 대정읍,33.2218157,126.2529945
606,solar,서귀포시 성산읍,33.41805,126.88147
607,solar,서귀포시 성산읍,33.41805,126.88147
608,solar,제주시 한경면,33.3305,126.21066
609,solar,제주시 한경면,33.3305,126.21066
610,solar,제주시 한림읍,33.39344,126.26684
611,solar,제주시 한림읍,33.39344,126.26684
612,solar,제주시 한림읍,33.39344,126.26684
613,solar,제주시 한림읍,33.39344,126.26684
614,solar,제주시 구좌읍,33.51662,126.81055
615,solar,서귀포시 남원읍,33.3076683,126.6907475
616,solar,서귀포시 표선면,33.3504543,126.794049
617,solar,서귀포시 표선면,33.3504543,126.794049
618,solar,서귀포시 표선면,33.3504543,126.794049
619,solar,제주시 한림읍,33.39344,126.26684
620,solar,제주시 한림읍,33.39344,126.26684
621,solar,제주시 구좌읍,33.51662,126.81055
622,solar,서귀포시 남원읍,33.3076683,126.6907475
623,solar,서귀포시 성산읍,33.41805,126.88147
624,solar,서귀포시 안덕면,33.27688,126.34925
625,solar,제주시 애월읍,33.45079,126.3752
626,solar,제주시 애월읍,33.45079,126.3752
627,solar,서귀포시 표선면,33.3504543,126.794049
628,solar,제주시 한경면,33.3305,126.21066
629,solar,제주시 한림읍,33.39344,126.26684
630,solar,제주시 한림읍,33.39344,126.26684
631,solar,제주시 한림읍,33.39344,126.26684
632,solar,제주시 회천동,33.4956,126.61479
633,solar,서귀포시 성산읍,33.41805,126.88147
634,solar,서귀포시 중문동,33.262002,126.4288617
635,solar,제주시 한경면,33.3305,126.21066
636,solar,제주시 회천동,33.4956,126.61479
637,solar,제주시 구좌읍,33.51662,126.81055
638,solar,제주시 구좌읍,33.51662,126.81055
639,solar,제주시 애월읍,33.45079,126.3752
640,solar,제주시 애월읍,33.45079,126.3752
641,solar,제주시 영평동,33.4812,126.57106
642,solar,제주시 한림읍,33.39344,126.26684
643,solar,제주시 한림읍,33.39344,126.26684
644,solar,서귀포시 토평동,33.2705286,126.5841149
645,solar,서귀포시 표선면,33.3504543,126.794049
646,solar,제주시 한림읍,33.39344,126.26684
647,solar,제주시 한림읍,33.39344,126.26684
648,solar,제주시 한림읍,33.39344,126.26684
649,solar,서귀포시 대정읍,33.2218157,126.2529945
650,solar,제주시 봉개동,33.484188,126.5993497
651,solar,서귀포시 서호동,33.25759,126.51916
652,solar,서귀포시 표선면,33.3504543,126.794049
653,solar,서귀포시 남원읍,33.3076683,126.6907475
654,solar,서귀포시 남원읍,33.3076683,126.6907475
655,solar,서귀포시 대정읍,33.2218157,126.2529945
656,solar,서귀포시 안덕면,33.27688,126.34925
657,solar,서귀포시 안덕면,33.27688,126.34925
658,solar,제주시 한림읍,33.39344,126.26684
659,solar,제주시 한림읍,33.39344,126.26684
660,solar,제주시 한림읍,33.39344,126.26684
661,solar,제주시 한림읍,33.39344,126.26684
662,solar,서귀포시 남원읍,33.3076683,126.6907475
663,solar,서귀포시 대정읍,33.2218157,126.2529945
664,solar,서귀포시 성산읍,33.41805,126.88147
665,solar,서귀포시 표선면,33.3504543,126.794049
666,solar,서귀포시 표선면,33.3504543,126.794049
667,solar,제주시 구좌읍,33.51662,126.81055
668,solar,제주시 구좌읍,33.51662,126.81055
669,solar,서귀포시 남원읍,33.3076683,126.6907475
670,solar,서귀포시 남원읍,33.3076683,126.6907475
671,solar,서귀포시 남원읍,33.3076683,126.6907475
672,solar,서귀포시 대정읍,33.2218157,126.2529945
673,solar,서귀포시 대정읍,33.2218157,126.2529945
674,solar,서귀포시 대정읍,33.2218157,126.2529945
675,solar,제주시 도련이동,33.51279,126.59604
676,solar,서귀포시 성산읍,33.41805,126.88147
677,solar,제주시 애월읍,33.45079,126.3752
678,solar,제주시 조천읍,33.50888,126.66305
679,solar,서귀포시 토평동,33.2705286,126.5841149
680,solar,제주시 한림읍,33.39344,126.26684
681,solar,제주시 한림읍,33.39344,126.26684
682,solar,제주시 애월읍,33.45079,126.3752
683,solar,제주시 애월읍,33.45079,126.3752
684,solar,제주시 한경면,33.3305,126.21066
685,solar,제주시 한림읍,33.39344,126.26684
686,solar,제주시 한림읍,33.39344,126.26684
687,solar,제주시 한림읍,33.39344,126.26684
688,solar,제주시 한림읍,33.39344,126.26684
689,solar,제주시 한림읍,33.39344,126.26684
690,solar,제주시 한림읍,33.39344,126.26684
691,solar,서귀포시 서귀동,33.24679,126.56396
692,solar,서귀포시 성산읍,33.41805,126.88147
693,solar,서귀포시 성산읍,33.41805,126.88147
694,solar,서귀포시 성산읍,33.41805,126.88147
695,solar,서귀포시 성산읍,33.41805,126.88147
696,solar,제주시 한경면,33.3305,126.21066
697,solar,제주시 한림읍,33.39344,126.26684
698,solar,제주시 구좌읍,33.51662,126.81055
699,solar,제주시 구좌읍,33.51662,126.81055
700,solar,서귀포시 남원읍,33.3076683,126.6907475
701,solar,제주시 노형동,33.4781247,126.4754867
702,solar,제주시 노형동,33.4781247,126.4754867
703,solar,서귀포시 안덕면,33.27688,126.34925
704,solar,제주시 애월읍,33.45079,126.3752
705,solar,제주시 애월읍,33.45079,126.3752
706,solar,서귀포시 표선면,33.3504543,126.794049
707,solar,제주시 한림읍,33.39344,126.26684
708,solar,제주시 한림읍,33.39344,126.26684
709,solar,제주시 한림읍,33.39344,126.26684
710,solar,제주시 애월읍,33.45079,126.3752
711,solar,제주시 조천읍,33.50888,126.66305
712,solar,제주시 한경면,33.3305,126.21066
713,solar,제주시 한경면,33.3305,126.21066
714,solar,제주시 한림읍,33.39344,126.26684
715,solar,제주시 한림읍,33.39344,126.26684
716,solar,제주시 한림읍,33.39344,126.26684
717,solar,제주시 회천동,33.4956,126.61479
718,solar,제주시 회천동,33.4956,126.61479
719,solar,제주시 회천동,33.4956,126.61479
720,solar,제주시 구좌읍,33.51662,126.81055
721,solar,서귀포시 상예동,33.26177,126.38678
722,solar,제주시 용강동,33.47017,126.58934
723,solar,제주시 한경면,33.3305,126.21066
724,solar,제주시 한경면,33.3305,126.21066
725,solar,제주시 한림읍,33.39344,126.26684
726,solar,제주시 한림읍,33.39344,126.26684
727,solar,제주시 회천동,33.4956,126.61479
728,solar,서귀포시 강정동,33.24695,126.48927
729,solar,서귀포시 성산읍,33.41805,126.88147
730,solar,서귀포시 성산읍,33.41805,126.88147
731,solar,제주시 애월읍,33.45079,126.3752
732,solar,제주시 애월읍,33.45079,126.3752
733,solar,제주시 조천읍,33.50888,126.66305
734,solar,제주시 조천읍,33.50888,126.66305
735,solar,제주시 조천읍,33.50888,126.66305
736,solar,서귀포시 표선면,33.3504543,126.794049
737,solar,서귀포시 표선면,33.3504543,126.794049
738,solar,제주시 한림읍,33.39344,126.26684
739,solar,제주시 애월읍,33.45079,126.3752
740,solar,제주시 애월읍,33.45079,126.3752
741,solar,제주시 한경면,33.3305,126.21066
742,solar,제주시 한림읍,33.39344,126.26684
743,solar,제주시 구좌읍,33.51662,126.81055
744,solar,서귀포시 남원읍,33.3076683,126.6907475
745,solar,서귀포시 남원읍,33.3076683,126.6907475
746,solar,제주시 봉개동,33.484188,126.5993497
747,solar,서귀포시 성산읍,33.41805,126.88147
748,solar,제주시 조천읍,33.50888,126.66305
749,solar,서귀포시 표선면,33.3504543,126.794049
750,solar,서귀포시 표선면,33.3504543,126.794049
751,solar,제주시 한림읍,33.39344,126.26684
752,solar,제주시 한림읍,33.39344,126.26684
753,solar,제주시 한림읍,33.39344,126.26684
754,solar,제주시 회천동,33.4956,126.61479
755,solar,제주시 구좌읍,33.51662,126.81055
756,solar,제주시 구좌읍,33.51662,126.81055
757,solar,제주시 구좌읍,33.51662,126.81055
758,solar,서귀포시 색달동,33.2640931,126.4120002
759,solar,서귀포시 색달동,33.2640931,126.4120002
760,solar,제주시 한림읍,33.39344,126.26684
761,solar,제주시 구좌읍,33.51662,126.81055
762,solar,서귀포시 성산읍,33.41805,126.88147
763,solar,제주시 애월읍,33.45079,126.3752
764,solar,제주시 애월읍,33.45079,126.3752
765,solar,제주시 애월읍,33.45079,126.3752
766,solar,제주시 애월읍,33.45079,126.3752
767,solar,서귀포시 표선면,33.3504543,126.794049
768,solar,제주시 한경면,33.3305,126.21066
769,solar,제주시 한경면,33.3305,126.21066
770,solar,제주시 한경면,33.3305,126.21066
771,solar,제주시 한림읍,33.39344,126.26684
772,solar,제주시 한림읍,33.39344,126.26684
773,solar,제주시 화북이동,33.50469,126.5648
774,solar,제주시 구좌읍,33.51662,126.81055
775,solar,서귀포시 남원읍,33.3076683,126.6907475
776,solar,서귀포시 남원읍,33.3076683,126.6907475
777,solar,서귀포시 남원읍,33.3076683,126.6907475
778,solar,서귀포시 남원읍,33.3076683,126.6907475
779,solar,서귀포시 남원읍,33.3076683,126.6907475
780,solar,서귀포시 남원읍,33.3076683,126.6907475
781,solar,제주시 삼양일동,33.52345,126.599
782,solar,서귀포시 서홍동,33.25965,126.55175
783,solar,서귀포시 서홍동,33.25965,126.55175
784,solar,서귀포시 성산읍,33.41805,126.88147
785,solar,서귀포시 성산읍,33.41805,126.88147
786,solar,서귀포시 성산읍,33.41805,126.88147
787,solar,서귀포시 성산읍,33.41805,126.88147
788,solar,제주시 아라이동,33.48148,126.55055
789,solar,서귀포시 안덕면,33.27688,126.34925
790,solar,서귀포시 안덕면,33.27688,126.34925
791,solar,서귀포시 안덕면,33.27688,126.34925
792,solar,서귀포시 안덕면,33.27688,126.34925
793,solar,제주시 애월읍,33.45079,126.3752
794,solar,제주시 애월읍,33.45079,126.3752
795,solar,제주시 애월읍,33.45079,126.3752
796,solar,제주시 조천읍,33.50888,126.66305
797,solar,제주시 조천읍,33.50888,126.66305
798,solar,제주시 조천읍,33.50888,126.66305
799,solar,제주시 조천읍,33.50888,126.66305
800,solar,제주시 조천읍,33.50888,126.66305
801,solar,제주시 조천읍,33.50888,126.66305
802,solar,제주시 한경면,33.3305,126.21066
803,solar,제주시 한경면,33.3305,126.21066
804,solar,제주시 한경면,33.3305,126.21066
805,solar,제주시 한경면,33.3305,126.21066
806,solar,제주시 한경면,33.3305,126.21066
807,solar,제주시 한림읍,33.39344,126.26684
808,solar,제주시 회천동,33.4956,126.61479
809,solar,서귀포시 남원읍,33.3076683,126.6907475
810,solar,서귀포시 남원읍,33.3076683,126.6907475
811,solar,서귀포시 남원읍,33.3076683,126.6907475
812,solar,서귀포시 대정읍,33.2218157,126.2529945
813,solar,서귀포시 대정읍,33.2218157,126.2529945
814,solar,제주시 한림읍,33.39344,126.26684
815,solar,서귀포시 대정읍,33.2218157,126.2529945
816,solar,제주시 이호이동,33.498551,126.4565213
817,solar,제주시 한경면,33.3305,126.21066
818,solar,제주시 한경면,33.3305,126.21066
819,solar,제주시 한경면,33.3305,126.21066
820,solar,제주시 해안동,33.44899,126.46036
821,solar,제주시 오라이동,33.47081,126.50991
822,solar,제주시 한림읍,33.39344,126.26684
823,solar,제주시 한림읍,33.39344,126.26684
824,solar,제주시 한림읍,33.39344,126.26684
825,solar,제주시 한림읍,33.39344,126.26684
826,solar,제주시 한림읍,33.39344,126.26684
827,solar,제주시 한림읍,33.39344,126.26684
828,solar,제주시 한림읍,33.39344,126.26684
829,solar,제주시 한림읍,33.39344,126.26684
830,solar,서귀포시 대정읍,33.2218157,126.2529945
831,solar,서귀포시 대정읍,33.2218157,126.2529945
832,solar,서귀포시 성산읍,33.41805,126.88147
833,solar,제주시 애월읍,33.45079,126.3752
834,solar,제주시 조천읍,33.50888,126.66305
835,solar,제주시 조천읍,33.50888,126.66305
836,solar,서귀포시 표선면,33.3504543,126.794049
837,solar,서귀포시 표선면,33.3504543,126.794049
838,solar,제주시 한경면,33.3305,126.21066
839,solar,제주시 한경면,33.3305,126.21066
840,solar,제주시 한경면,33.3305,126.21066
841,solar,제주시 한경면,33.3305,126.21066
842,solar,제주시 한림읍,33.39344,126.26684
843,solar,서귀포시 표선면,33.3504543,126.794049
844,solar,제주시 한경면,33.3305,126.21066
845,solar,서귀포시 성산읍,33.41805,126.88147
846,solar,서귀포시 성산읍,33.41805,126.88147
847,solar,서귀포시 성산읍,33.41805,126.88147
848,solar,서귀포시 성산읍,33.41805,126.88147
849,solar,서귀포시 성산읍,33.41805,126.88147
850,solar,서귀포시 성산읍,33.41805,126.88147
851,solar,서귀포시 성산읍,33.41805,126.88147
852,solar,서귀포시 표선면,33.3504543,126.794049
853,solar,서귀포시 표선면,33.3504543,126.794049
854,solar,제주시 한경면,33.3305,126.21066
855,solar,서귀포시 성산읍,33.41805,126.88147
856,solar,제주시 조천읍,33.50888,126.66305
857,solar,제주시 한경면,33.3305,126.21066
858,solar,제주시 한경면,33.3305,126.21066
859,solar,제주시 한경면,33.3305,126.21066
860,solar,제주시 한경면,33.3305,126.21066
861,solar,제주시 한경면,33.3305,126.21066
862,solar,제주시 한경면,33.3305,126.21066
863,solar,제주시 한경면,33.3305,126.21066
864,solar,제주시 한림읍,33.39344,126.26684
865,solar,제주시 구좌읍,33.51662,126.81055
866,solar,제주시 구좌읍,33.51662,126.81055
867,solar,서귀포시 대정읍,33.2218157,126.2529945
868,solar,서귀포시 대정읍,33.2218157,126.2529945
869,solar,서귀포시 대정읍,33.2218157,126.2529945
870,solar,제주시 한경면,33.3305,126.21066
871,solar,제주시 한경면,33.3305,126.21066
872,solar,제주시 한경면,33.3305,126.21066
873,solar,제주시 한경면,33.3305,126.21066
874,solar,제주시 한경면,33.3305,126.21066
875,solar,서귀포시 남원읍,33.3076683,126.6907475
876,solar,서귀포시 대정읍,33.2218157,126.2529945
877,solar,서귀포시 성산읍,33.41805,126.88147
